node_id,longitude,latitude,infomap_community
10214281226,12.3062708,45.4437398,5
10214281227,12.3060573,45.443474,5
10214281230,12.3065076,45.4432972,5
10214281232,12.3050917,45.4423819,5
10214281234,12.3057631,45.4435896,5
10214281237,12.3063061,45.4433178,5
10214281238,12.305407,45.442239,5
10214281239,12.3052608,45.4423053,5
10214281240,12.3061445,45.4433814,5
10214281241,12.3064712,45.4432527,5
10214281242,12.3055539,45.4421725,5
10214281243,12.3049745,45.442435,5
10214281244,12.304835,45.4424388,5
3469465277,12.3664947,45.4276888,3
3469465278,12.366673,45.4274783,3
13473976436,12.3552502,45.4305937,3
13473976437,12.3551461,45.4305788,3
13473976438,12.3554352,45.4306203,3
13473976439,12.3549491,45.4305506,3
2956136570,12.3307669,45.4465415,2
2956136573,12.3307812,45.4465609,2
5164601485,12.3231264,45.4376377,1
703598737,12.3123809,45.4407485,5
2962362517,12.3613793,45.4338221,3
3469465288,12.3672202,45.4264514,3
